Membrane potentials for each step (in ms) [0,10000]
P1(843.7)=0 P2(843.7)=0 P115(843.7)=0 P116(843.7)=0
P1(843.8)=1 P2(843.8)=0 P115(843.8)=0 P116(843.8)=0
P1(843.9)=1.1 P2(843.9)=0 P115(843.9)=0 P116(843.9)=0
P1(844)=1.1 P2(844)=0 P115(844)=0 P116(844)=0
P1(844.1)=1.6 P2(844.1)=0 P115(844.1)=0 P116(844.1)=0
P1(844.2)=2.7 P2(844.2)=0 P115(844.2)=0 P116(844.2)=0
P1(844.3)=2.7 P2(844.3)=0 P115(844.3)=0 P116(844.3)=0
P1(844.4)=3.7 P2(844.4)=0 P115(844.4)=0 P116(844.4)=0
P1(844.5)=3.7 P2(844.5)=0 P115(844.5)=0 P116(844.5)=0
P1(844.6)=3.7 P2(844.6)=0 P115(844.6)=0 P116(844.6)=0
P1(844.7)=3.7 P2(844.7)=0 P115(844.7)=0 P116(844.7)=0
P1(844.8)=3.7 P2(844.8)=0 P115(844.8)=0 P116(844.8)=0
P1(844.9)=3.7 P2(844.9)=0 P115(844.9)=0 P116(844.9)=0
P1(845)=3.7 P2(845)=0 P115(845)=0 P116(845)=0
P1(845.1)=3.7 P2(845.1)=0 P115(845.1)=0 P116(845.1)=0
P1(845.2)=3.7 P2(845.2)=0 P115(845.2)=0 P116(845.2)=0
P1(845.3)=3.7 P2(845.3)=0 P115(845.3)=0 P116(845.3)=0
P1(845.4)=3.8 P2(845.4)=0 P115(845.4)=0 P116(845.4)=0
P1(845.5)=3.8 P2(845.5)=0 P115(845.5)=0 P116(845.5)=0
P1(845.6)=3.8 P2(845.6)=0 P115(845.6)=0 P116(845.6)=0
P1(845.7)=3.8 P2(845.7)=0 P115(845.7)=0 P116(845.7)=0
P1(845.8)=4.8 P2(845.8)=0 P115(845.8)=0 P116(845.8)=0
P1(845.9)=4.9 P2(845.9)=0 P115(845.9)=0 P116(845.9)=0
P1(846)=4.9 P2(846)=0 P115(846)=0 P116(846)=0
P1(846.1)=4.9 P2(846.1)=0 P115(846.1)=0 P116(846.1)=0
P1(846.2)=5 P2(846.2)=0 P115(846.2)=0 P116(846.2)=0
P1(846.3)=5 P2(846.3)=0 P115(846.3)=0 P116(846.3)=0
P1(846.4)=5 P2(846.4)=0 P115(846.4)=0 P116(846.4)=0
P1(846.5)=5.1 P2(846.5)=0 P115(846.5)=0 P116(846.5)=0
P1(846.6)=6.1 P2(846.6)=0 P115(846.6)=0 P116(846.6)=0.2
P1(846.7)=6.2 P2(846.7)=0 P115(846.7)=0 P116(846.7)=0.2
P1(846.8)=6.3 P2(846.8)=0 P115(846.8)=0 P116(846.8)=0.3
P1(846.9)=6.3 P2(846.9)=0 P115(846.9)=0 P116(846.9)=0.3
P1(847)=6.3 P2(847)=0 P115(847)=0 P116(847)=0.4
P1(847.1)=6.3 P2(847.1)=0 P115(847.1)=0 P116(847.1)=0.4
P1(847.2)=6.4 P2(847.2)=0 P115(847.2)=0 P116(847.2)=0.4
P1(847.3)=6.4 P2(847.3)=0 P115(847.3)=0 P116(847.3)=0.4
P1(847.4)=6.4 P2(847.4)=0 P115(847.4)=1.1 P116(847.4)=0.5
P1(847.5)=7.4 P2(847.5)=0 P115(847.5)=1.1 P116(847.5)=1.5
P1(847.6)=7.4 P2(847.6)=0 P115(847.6)=2.2 P116(847.6)=1.5
P1(847.7)=7.4 P2(847.7)=0 P115(847.7)=2.3 P116(847.7)=1.5
P1(847.8)=8.4 P2(847.8)=0 P115(847.8)=2.3 P116(847.8)=1.5
P1(847.9)=8.4 P2(847.9)=0 P115(847.9)=2.3 P116(847.9)=1.5
P1(848)=8.4 P2(848)=0 P115(848)=2.3 P116(848)=1.5
P1(848.1)=8.4 P2(848.1)=0 P115(848.1)=2.3 P116(848.1)=2.1
P1(848.2)=8.4 P2(848.2)=0 P115(848.2)=2.3 P116(848.2)=3.4
P1(848.3)=8.5 P2(848.3)=0 P115(848.3)=2.3 P116(848.3)=4.4
P1(848.4)=8.6 P2(848.4)=0 P115(848.4)=2.3 P116(848.4)=4.6
P1(848.5)=8.6 P2(848.5)=0 P115(848.5)=2.3 P116(848.5)=4.1
P1(848.6)=8.6 P2(848.6)=0 P115(848.6)=2.3 P116(848.6)=4.2
P1(848.7)=7.6 P2(848.7)=0 P115(848.7)=3.4 P116(848.7)=4.2
P1(848.8)=8.6 P2(848.8)=0 P115(848.8)=3.4 P116(848.8)=4.2
P1(848.9)=8.7 P2(848.9)=0 P115(848.9)=3.5 P116(848.9)=4.2
P1(849)=9.7 P2(849)=0 P115(849)=3.5 P116(849)=4.3
P1(849.1)=9.8 P2(849.1)=0 P115(849.1)=3.5 P116(849.1)=4.3
P1(849.2)=9.8 P2(849.2)=0 P115(849.2)=4.8 P116(849.2)=4.3
P1(849.3)=10.8 P2(849.3)=0 P115(849.3)=4.3 P116(849.3)=4.3
P1(849.4)=10.8 P2(849.4)=0 P115(849.4)=5.3 P116(849.4)=5.4
P1(849.5)=10.9 P2(849.5)=0 P115(849.5)=5.3 P116(849.5)=5.4
P1(849.6)=12.2 P2(849.6)=0 P115(849.6)=5.4 P116(849.6)=6.5
P1(849.7)=12.2 P2(849.7)=0 P115(849.7)=5.4 P116(849.7)=6.5
P1(849.8)=13.2 P2(849.8)=0 P115(849.8)=6.4 P116(849.8)=6.5
P1(849.9)=13.2 P2(849.9)=0 P115(849.9)=6.4 P116(849.9)=6.5
P1(850)=13.2 P2(850)=0 P115(850)=6.4 P116(850)=6.6
P1(850.1)=13.3 P2(850.1)=0 P115(850.1)=6.4 P116(850.1)=7.6
P1(850.2)=13.3 P2(850.2)=0 P115(850.2)=6.4 P116(850.2)=7.6
P1(850.3)=12.9 P2(850.3)=0 P115(850.3)=5.9 P116(850.3)=7.1
P1(850.4)=12.9 P2(850.4)=0 P115(850.4)=6.1 P116(850.4)=8.1
P1(850.5)=12.9 P2(850.5)=0 P115(850.5)=6.2 P116(850.5)=9.1
P1(850.6)=12.4 P2(850.6)=0 P115(850.6)=6.2 P116(850.6)=8.7
P1(850.7)=12.6 P2(850.7)=0 P115(850.7)=6.2 P116(850.7)=8.7
P1(850.8)=12.6 P2(850.8)=0 P115(850.8)=6.2 P116(850.8)=9.7
P1(850.9)=14.2 P2(850.9)=0 P115(850.9)=7.5 P116(850.9)=9.8
P1(851)=14.2 P2(851)=0 P115(851)=8.5 P116(851)=10.8
P1(851.1)=14.2 P2(851.1)=0 P115(851.1)=8.5 P116(851.1)=10.8
P1(851.2)=13.7 P2(851.2)=0 P115(851.2)=8.5 P116(851.2)=10.8
P1(851.3)=13.8 P2(851.3)=0 P115(851.3)=9.5 P116(851.3)=10.8
P1(851.4)=13.3 P2(851.4)=0 P115(851.4)=9.5 P116(851.4)=10.8
P1(851.5)=13.3 P2(851.5)=0 P115(851.5)=9.5 P116(851.5)=11.8
P1(851.6)=13.3 P2(851.6)=0 P115(851.6)=9.5 P116(851.6)=11.8
P1(851.7)=13.3 P2(851.7)=0 P115(851.7)=10 P116(851.7)=11.9
P1(851.8)=13.4 P2(851.8)=0 P115(851.8)=10 P116(851.8)=11.9
P1(851.9)=13.5 P2(851.9)=0 P115(851.9)=10.2 P116(851.9)=12.9
P1(852)=14.5 P2(852)=0 P115(852)=10.2 P116(852)=13
P1(852.1)=14.5 P2(852.1)=0 P115(852.1)=10.2 P116(852.1)=12.6
P1(852.2)=15.5 P2(852.2)=0 P115(852.2)=10.2 P116(852.2)=12.7
P1(852.3)=15.5 P2(852.3)=0 P115(852.3)=10.2 P116(852.3)=12.7
P1(852.4)=15.5 P2(852.4)=0 P115(852.4)=10.2 P116(852.4)=12.7
P1(852.5)=15.5 P2(852.5)=0 P115(852.5)=10.3 P116(852.5)=12.7
P1(852.6)=15 P2(852.6)=0 P115(852.6)=10.3 P116(852.6)=12.7
P1(852.7)=15 P2(852.7)=0 P115(852.7)=10.3 P116(852.7)=12.7
P1(852.8)=15 P2(852.8)=0 P115(852.8)=10.3 P116(852.8)=13.7
P1(852.9)=15.2 P2(852.9)=0 P115(852.9)=10.3 P116(852.9)=13.7
P1(853)=15.2 P2(853)=0 P115(853)=10.3 P116(853)=13.5
P1(853.1)=15.8 P2(853.1)=0 P115(853.1)=10.3 P116(853.1)=13.5
P1(853.2)=16.3 P2(853.2)=0 P115(853.2)=10.8 P116(853.2)=13.6
P1(853.3)=16.3 P2(853.3)=0 P115(853.3)=10.9 P116(853.3)=13.6
P1(853.4)=16.3 P2(853.4)=0 P115(853.4)=11.9 P116(853.4)=13.6
P1(853.5)=16.3 P2(853.5)=0 P115(853.5)=12 P116(853.5)=13.7
P1(853.6)=16.3 P2(853.6)=0 P115(853.6)=12.1 P116(853.6)=13.8
P1(853.7)=16.8 P2(853.7)=0 P115(853.7)=11.6 P116(853.7)=13.8
P1(853.8)=16.8 P2(853.8)=0 P115(853.8)=11.6 P116(853.8)=13.8
P1(853.9)=16.8 P2(853.9)=0 P115(853.9)=12.7 P116(853.9)=14.8
P1(854)=16.8 P2(854)=0 P115(854)=12.8 P116(854)=14.8
P1(854.1)=17.8 P2(854.1)=0 P115(854.1)=13 P116(854.1)=14.8
P1(854.2)=17.8 P2(854.2)=0 P115(854.2)=13 P116(854.2)=15
P1(854.3)=17.8 P2(854.3)=0 P115(854.3)=12.5 P116(854.3)=15
P1(854.4)=17.8 P2(854.4)=0 P115(854.4)=12.6 P116(854.4)=15
P1(854.5)=17.9 P2(854.5)=0 P115(854.5)=12.7 P116(854.5)=15
P1(854.6)=17.4 P2(854.6)=0 P115(854.6)=12.7 P116(854.6)=14.5
P1(854.7)=17.4 P2(854.7)=0 P115(854.7)=12.7 P116(854.7)=14.5
P1(854.8)=17.4 P2(854.8)=0 P115(854.8)=12.9 P116(854.8)=15.6
P1(854.9)=17.5 P2(854.9)=0 P115(854.9)=12.9 P116(854.9)=16.6
P1(855)=17.5 P2(855)=0 P115(855)=12.9 P116(855)=16.6
P1(855.1)=17.5 P2(855.1)=0 P115(855.1)=13 P116(855.1)=16.6
P1(855.2)=18.6 P2(855.2)=0 P115(855.2)=15.1 P116(855.2)=16.6
P1(855.3)=18.6 P2(855.3)=0 P115(855.3)=15.2 P116(855.3)=16.8
P1(855.4)=18.6 P2(855.4)=0 P115(855.4)=16.3 P116(855.4)=16.8
P1(855.5)=18.6 P2(855.5)=0 P115(855.5)=16.3 P116(855.5)=16.8
P1(855.6)=19.1 P2(855.6)=0 P115(855.6)=16.3 P116(855.6)=16.9
P1(855.7)=19.2 P2(855.7)=0 P115(855.7)=16.3 P116(855.7)=17
P1(855.8)=19.3 P2(855.8)=0 P115(855.8)=16.6 P116(855.8)=17
P1(855.9)=19.4 P2(855.9)=0 P115(855.9)=16.6 P116(855.9)=16.7
P1(856)=22.6 P2(856)=0 P115(856)=17.6 P116(856)=16.7
P1(856.1)=0 P2(856.1)=0 P115(856.1)=17.6 P116(856.1)=16.7
P1(856.2)=0 P2(856.2)=0 P115(856.2)=17.6 P116(856.2)=16.7
P1(856.3)=0 P2(856.3)=0 P115(856.3)=17.6 P116(856.3)=16.8
P1(856.4)=0 P2(856.4)=0 P115(856.4)=17.7 P116(856.4)=18.8
P1(856.5)=0 P2(856.5)=0 P115(856.5)=17.7 P116(856.5)=19.8
P1(856.6)=0 P2(856.6)=0 P115(856.6)=17.8 P116(856.6)=19.9
P1(856.7)=0 P2(856.7)=0 P115(856.7)=17.9 P116(856.7)=19.9
P1(856.8)=0 P2(856.8)=0 P115(856.8)=17.9 P116(856.8)=20
P1(856.9)=0 P2(856.9)=0 P115(856.9)=17.9 P116(856.9)=20
P1(857)=0 P2(857)=0 P115(857)=18.9 P116(857)=20
P1(857.1)=0 P2(857.1)=0 P115(857.1)=19.9 P116(857.1)=20
P1(857.2)=0 P2(857.2)=0 P115(857.2)=19.9 P116(857.2)=21
P1(857.3)=0 P2(857.3)=0 P115(857.3)=19.9 P116(857.3)=0
P1(857.4)=0 P2(857.4)=0 P115(857.4)=19.9 P116(857.4)=0
P1(857.5)=0 P2(857.5)=0 P115(857.5)=19.4 P116(857.5)=0
P1(857.6)=0 P2(857.6)=0 P115(857.6)=19.4 P116(857.6)=0
P1(857.7)=0 P2(857.7)=0 P115(857.7)=19.4 P116(857.7)=0
P1(857.8)=0 P2(857.8)=0 P115(857.8)=20.4 P116(857.8)=0
P1(857.9)=0 P2(857.9)=0 P115(857.9)=0 P116(857.9)=0
P1(858)=0 P2(858)=0 P115(858)=0 P116(858)=0
P1(858.1)=0 P2(858.1)=0 P115(858.1)=0 P116(858.1)=0
P1(858.2)=0 P2(858.2)=0 P115(858.2)=0 P116(858.2)=0
P1(858.3)=0 P2(858.3)=0 P115(858.3)=0 P116(858.3)=0
P1(858.4)=0 P2(858.4)=0 P115(858.4)=0 P116(858.4)=0
P1(858.5)=0 P2(858.5)=0 P115(858.5)=0 P116(858.5)=0
P1(858.6)=0 P2(858.6)=0.1 P115(858.6)=0 P116(858.6)=0
P1(858.7)=0 P2(858.7)=-0.4 P115(858.7)=0 P116(858.7)=0
P1(858.8)=0 P2(858.8)=0.6 P115(858.8)=0 P116(858.8)=0
P1(858.9)=0 P2(858.9)=1.6 P115(858.9)=0 P116(858.9)=0
P1(859)=0 P2(859)=1.6 P115(859)=0 P116(859)=0
P1(859.1)=0 P2(859.1)=1.1 P115(859.1)=0 P116(859.1)=0
P1(859.2)=0 P2(859.2)=1.1 P115(859.2)=0 P116(859.2)=0
P1(859.3)=0 P2(859.3)=2.1 P115(859.3)=0 P116(859.3)=0
P1(859.4)=0 P2(859.4)=2.1 P115(859.4)=0 P116(859.4)=0
P1(859.5)=0 P2(859.5)=3.1 P115(859.5)=0 P116(859.5)=0
P1(859.6)=0 P2(859.6)=3.1 P115(859.6)=0 P116(859.6)=0
P1(859.7)=0 P2(859.7)=2.2 P115(859.7)=0 P116(859.7)=0
P1(859.8)=0 P2(859.8)=2.2 P115(859.8)=0 P116(859.8)=0
P1(859.9)=0 P2(859.9)=2.2 P115(859.9)=0 P116(859.9)=0
P1(860)=0 P2(860)=2.2 P115(860)=0 P116(860)=0
P1(860.1)=0 P2(860.1)=2.2 P115(860.1)=0 P116(860.1)=0
P1(860.2)=0 P2(860.2)=2.7 P115(860.2)=0 P116(860.2)=0
P1(860.3)=0 P2(860.3)=2.7 P115(860.3)=0 P116(860.3)=0
P1(860.4)=0 P2(860.4)=3.8 P115(860.4)=0 P116(860.4)=0
P1(860.5)=0 P2(860.5)=4.9 P115(860.5)=0 P116(860.5)=0
P1(860.6)=0 P2(860.6)=4.9 P115(860.6)=0 P116(860.6)=0
P1(860.7)=0 P2(860.7)=4.9 P115(860.7)=0 P116(860.7)=0
P1(860.8)=0 P2(860.8)=5.9 P115(860.8)=0 P116(860.8)=0
P1(860.9)=0 P2(860.9)=5.9 P115(860.9)=0 P116(860.9)=0
P1(861)=0 P2(861)=5.9 P115(861)=0 P116(861)=0
P1(861.1)=0 P2(861.1)=7 P115(861.1)=0 P116(861.1)=0
P1(861.2)=0 P2(861.2)=7 P115(861.2)=0 P116(861.2)=0
P1(861.3)=0 P2(861.3)=9 P115(861.3)=0 P116(861.3)=0
P1(861.4)=0 P2(861.4)=9 P115(861.4)=0 P116(861.4)=0
P1(861.5)=0 P2(861.5)=9.1 P115(861.5)=0 P116(861.5)=0
P1(861.6)=0 P2(861.6)=9.1 P115(861.6)=0 P116(861.6)=0
P1(861.7)=0 P2(861.7)=10.1 P115(861.7)=0 P116(861.7)=0
P1(861.8)=0 P2(861.8)=11.1 P115(861.8)=0 P116(861.8)=0
P1(861.9)=0 P2(861.9)=12.1 P115(861.9)=0 P116(861.9)=0
P1(862)=0 P2(862)=12.1 P115(862)=0 P116(862)=0
P1(862.1)=0 P2(862.1)=12.2 P115(862.1)=0 P116(862.1)=0
P1(862.2)=0 P2(862.2)=12.2 P115(862.2)=0 P116(862.2)=0
P1(862.3)=0 P2(862.3)=12.2 P115(862.3)=0 P116(862.3)=0
P1(862.4)=0 P2(862.4)=13.3 P115(862.4)=0 P116(862.4)=0
P1(862.5)=0 P2(862.5)=13.3 P115(862.5)=0 P116(862.5)=0
P1(862.6)=0 P2(862.6)=13.3 P115(862.6)=0 P116(862.6)=0
P1(862.7)=0 P2(862.7)=12.9 P115(862.7)=0 P116(862.7)=0
P1(862.8)=0 P2(862.8)=12.9 P115(862.8)=0 P116(862.8)=0
P1(862.9)=0 P2(862.9)=12.9 P115(862.9)=0 P116(862.9)=0
P1(863)=0 P2(863)=12.9 P115(863)=0 P116(863)=0
P1(863.1)=0 P2(863.1)=13.9 P115(863.1)=0 P116(863.1)=0
P1(863.2)=0 P2(863.2)=13.9 P115(863.2)=0 P116(863.2)=0
P1(863.3)=0 P2(863.3)=14.9 P115(863.3)=0 P116(863.3)=0
P1(863.4)=0 P2(863.4)=14.4 P115(863.4)=0 P116(863.4)=0
P1(863.5)=0 P2(863.5)=14.5 P115(863.5)=0 P116(863.5)=0
P1(863.6)=0 P2(863.6)=14.5 P115(863.6)=0 P116(863.6)=0
P1(863.7)=0 P2(863.7)=14.6 P115(863.7)=0 P116(863.7)=0
P1(863.8)=0 P2(863.8)=14.6 P115(863.8)=0 P116(863.8)=0
P1(863.9)=0 P2(863.9)=14.7 P115(863.9)=0 P116(863.9)=0
P1(864)=0 P2(864)=14.8 P115(864)=0 P116(864)=0
P1(864.1)=0 P2(864.1)=15.8 P115(864.1)=0 P116(864.1)=0
P1(864.2)=0 P2(864.2)=15.8 P115(864.2)=0 P116(864.2)=0
P1(864.3)=0 P2(864.3)=15.8 P115(864.3)=0 P116(864.3)=0
P1(864.4)=0 P2(864.4)=15.9 P115(864.4)=0 P116(864.4)=0
P1(864.5)=0 P2(864.5)=16.9 P115(864.5)=0 P116(864.5)=0
P1(864.6)=0 P2(864.6)=16.9 P115(864.6)=0 P116(864.6)=0
P1(864.7)=0 P2(864.7)=16.9 P115(864.7)=0 P116(864.7)=0
P1(864.8)=0 P2(864.8)=16.9 P115(864.8)=0 P116(864.8)=0
P1(864.9)=0 P2(864.9)=17.9 P115(864.9)=0 P116(864.9)=0
P1(865)=0 P2(865)=19 P115(865)=0 P116(865)=0
P1(865.1)=0 P2(865.1)=19.2 P115(865.1)=0 P116(865.1)=0
P1(865.2)=0 P2(865.2)=19.3 P115(865.2)=0 P116(865.2)=0
P1(865.3)=0 P2(865.3)=19.4 P115(865.3)=0 P116(865.3)=0
P1(865.4)=0 P2(865.4)=19.4 P115(865.4)=0 P116(865.4)=0
P1(865.5)=0 P2(865.5)=19.4 P115(865.5)=0 P116(865.5)=0
P1(865.6)=0 P2(865.6)=19.4 P115(865.6)=0 P116(865.6)=0
P1(865.7)=0 P2(865.7)=19.4 P115(865.7)=0 P116(865.7)=0
P1(865.8)=0 P2(865.8)=19.4 P115(865.8)=0 P116(865.8)=0
P1(865.9)=0 P2(865.9)=19.4 P115(865.9)=0 P116(865.9)=0
P1(866)=0 P2(866)=19.4 P115(866)=0 P116(866)=0
P1(866.1)=0 P2(866.1)=19.4 P115(866.1)=0 P116(866.1)=0
P1(866.2)=0 P2(866.2)=19.4 P115(866.2)=0 P116(866.2)=0
P1(866.3)=0 P2(866.3)=19.4 P115(866.3)=0 P116(866.3)=0
P1(866.4)=0 P2(866.4)=19.5 P115(866.4)=0 P116(866.4)=0
P1(866.5)=0 P2(866.5)=19.5 P115(866.5)=0 P116(866.5)=0
P1(866.6)=0 P2(866.6)=19.5 P115(866.6)=0 P116(866.6)=0
P1(866.7)=0 P2(866.7)=20 P115(866.7)=0 P116(866.7)=0
P1(866.8)=0 P2(866.8)=0 P115(866.8)=0 P116(866.8)=0
P1(866.9)=0 P2(866.9)=0 P115(866.9)=0 P116(866.9)=0
P1(867)=0 P2(867)=0 P115(867)=0 P116(867)=0
P1(867.1)=0 P2(867.1)=0 P115(867.1)=0 P116(867.1)=0
P1(867.2)=0 P2(867.2)=0 P115(867.2)=0 P116(867.2)=0
P1(867.3)=0 P2(867.3)=0 P115(867.3)=0 P116(867.3)=0
P1(867.4)=0 P2(867.4)=0 P115(867.4)=0 P116(867.4)=0
P1(867.5)=0 P2(867.5)=0 P115(867.5)=0 P116(867.5)=0
P1(867.6)=0 P2(867.6)=0 P115(867.6)=0 P116(867.6)=0
P1(867.7)=0 P2(867.7)=0 P115(867.7)=0 P116(867.7)=0
P1(867.8)=0 P2(867.8)=0 P115(867.8)=0 P116(867.8)=0
P1(867.9)=0 P2(867.9)=0 P115(867.9)=0 P116(867.9)=0
P1(868)=0 P2(868)=0 P115(868)=0 P116(868)=0
P1(868.1)=0 P2(868.1)=0 P115(868.1)=0 P116(868.1)=0
P1(868.2)=0 P2(868.2)=0 P115(868.2)=0 P116(868.2)=0
P1(868.3)=0 P2(868.3)=0 P115(868.3)=0 P116(868.3)=0
P1(868.4)=0 P2(868.4)=0 P115(868.4)=0 P116(868.4)=0
P1(868.5)=0 P2(868.5)=0 P115(868.5)=0 P116(868.5)=0
P1(868.6)=0 P2(868.6)=0 P115(868.6)=0 P116(868.6)=0
P1(868.7)=0 P2(868.7)=0 P115(868.7)=0 P116(868.7)=0
P1(868.8)=0 P2(868.8)=0 P115(868.8)=0 P116(868.8)=0
P1(868.9)=0 P2(868.9)=0 P115(868.9)=0 P116(868.9)=0
P1(869)=0 P2(869)=0 P115(869)=0 P116(869)=0
P1(869.1)=0 P2(869.1)=0 P115(869.1)=0 P116(869.1)=0
P1(869.2)=0 P2(869.2)=0 P115(869.2)=0 P116(869.2)=0
P1(869.3)=0 P2(869.3)=0 P115(869.3)=0 P116(869.3)=0
P1(869.4)=0 P2(869.4)=0 P115(869.4)=0 P116(869.4)=0
P1(869.5)=0 P2(869.5)=0 P115(869.5)=0 P116(869.5)=0
P1(869.6)=0 P2(869.6)=0 P115(869.6)=0 P116(869.6)=0
P1(869.7)=0 P2(869.7)=0 P115(869.7)=0 P116(869.7)=0
P1(869.8)=0 P2(869.8)=0 P115(869.8)=0 P116(869.8)=0
P1(869.9)=0 P2(869.9)=0 P115(869.9)=0 P116(869.9)=0
P1(870)=0 P2(870)=0 P115(870)=0 P116(870)=0
P1(870.1)=0 P2(870.1)=0 P115(870.1)=0 P116(870.1)=0
P1(870.2)=0 P2(870.2)=0 P115(870.2)=0 P116(870.2)=0
P1(870.3)=0 P2(870.3)=0 P115(870.3)=0 P116(870.3)=0
P1(870.4)=0 P2(870.4)=0 P115(870.4)=0 P116(870.4)=0
P1(870.5)=0 P2(870.5)=0 P115(870.5)=0 P116(870.5)=0
P1(870.6)=0 P2(870.6)=0 P115(870.6)=0 P116(870.6)=0
P1(870.7)=0 P2(870.7)=0 P115(870.7)=0 P116(870.7)=0
P1(870.8)=0 P2(870.8)=0 P115(870.8)=0 P116(870.8)=0
P1(870.9)=0 P2(870.9)=0 P115(870.9)=0 P116(870.9)=0
P1(871)=0 P2(871)=0 P115(871)=0 P116(871)=0
P1(871.1)=0 P2(871.1)=0 P115(871.1)=0 P116(871.1)=0
P1(871.2)=0 P2(871.2)=0 P115(871.2)=0 P116(871.2)=0
P1(871.3)=0 P2(871.3)=0 P115(871.3)=0 P116(871.3)=0
P1(871.4)=0 P2(871.4)=0 P115(871.4)=0 P116(871.4)=0
P1(871.5)=0 P2(871.5)=0 P115(871.5)=0 P116(871.5)=0
P1(871.6)=0 P2(871.6)=0 P115(871.6)=0 P116(871.6)=0
P1(871.7)=0 P2(871.7)=0 P115(871.7)=0 P116(871.7)=0
P1(871.8)=0 P2(871.8)=0 P115(871.8)=0 P116(871.8)=0
P1(871.9)=0 P2(871.9)=0 P115(871.9)=0 P116(871.9)=0
P1(872)=0 P2(872)=0 P115(872)=0 P116(872)=0
P1(872.1)=0 P2(872.1)=0 P115(872.1)=0 P116(872.1)=0
P1(872.2)=0 P2(872.2)=0 P115(872.2)=0 P116(872.2)=0
P1(872.3)=0 P2(872.3)=0 P115(872.3)=0 P116(872.3)=0
P1(872.4)=0 P2(872.4)=0 P115(872.4)=0 P116(872.4)=0
P1(872.5)=0 P2(872.5)=0 P115(872.5)=0 P116(872.5)=0
P1(872.6)=0 P2(872.6)=0 P115(872.6)=0 P116(872.6)=0
P1(872.7)=0 P2(872.7)=0 P115(872.7)=0 P116(872.7)=0
P1(872.8)=0 P2(872.8)=0 P115(872.8)=0 P116(872.8)=0
P1(872.9)=0 P2(872.9)=0 P115(872.9)=0 P116(872.9)=0
P1(873)=0 P2(873)=0 P115(873)=0 P116(873)=0
P1(873.1)=0 P2(873.1)=0 P115(873.1)=0 P116(873.1)=0
P1(873.2)=0 P2(873.2)=0 P115(873.2)=0 P116(873.2)=0
P1(873.3)=0 P2(873.3)=0 P115(873.3)=0 P116(873.3)=0
P1(873.4)=0 P2(873.4)=0 P115(873.4)=0 P116(873.4)=0
P1(873.5)=0 P2(873.5)=0 P115(873.5)=0 P116(873.5)=0
P1(873.6)=0 P2(873.6)=0 P115(873.6)=0 P116(873.6)=0
P1(873.7)=0 P2(873.7)=0 P115(873.7)=0 P116(873.7)=0
P1(873.8)=0 P2(873.8)=0 P115(873.8)=0 P116(873.8)=0
P1(873.9)=0 P2(873.9)=0 P115(873.9)=0 P116(873.9)=0
P1(874)=0 P2(874)=0 P115(874)=0 P116(874)=0
P1(874.1)=0 P2(874.1)=0 P115(874.1)=0 P116(874.1)=0
P1(874.2)=0 P2(874.2)=0 P115(874.2)=0 P116(874.2)=0
P1(874.3)=0 P2(874.3)=0 P115(874.3)=0 P116(874.3)=0
P1(874.4)=0 P2(874.4)=0 P115(874.4)=0 P116(874.4)=0
P1(874.5)=0 P2(874.5)=0 P115(874.5)=0 P116(874.5)=0
P1(874.6)=0 P2(874.6)=0 P115(874.6)=0 P116(874.6)=0
P1(874.7)=0 P2(874.7)=0 P115(874.7)=0 P116(874.7)=0
P1(874.8)=0 P2(874.8)=0 P115(874.8)=0 P116(874.8)=0
P1(874.9)=0 P2(874.9)=0 P115(874.9)=0 P116(874.9)=0
P1(875)=0 P2(875)=0 P115(875)=0 P116(875)=0
P1(875.1)=0 P2(875.1)=0 P115(875.1)=0 P116(875.1)=0
P1(875.2)=0 P2(875.2)=0 P115(875.2)=0 P116(875.2)=0
P1(875.3)=0 P2(875.3)=0 P115(875.3)=0 P116(875.3)=0
P1(875.4)=0 P2(875.4)=0 P115(875.4)=0 P116(875.4)=0
P1(875.5)=0 P2(875.5)=0 P115(875.5)=0 P116(875.5)=0
P1(875.6)=0 P2(875.6)=0 P115(875.6)=0 P116(875.6)=0
P1(875.7)=0 P2(875.7)=0 P115(875.7)=0 P116(875.7)=0
P1(875.8)=0 P2(875.8)=0 P115(875.8)=0 P116(875.8)=0
P1(875.9)=0 P2(875.9)=0 P115(875.9)=0 P116(875.9)=0
P1(876)=0 P2(876)=0 P115(876)=0 P116(876)=0
P1(876.1)=0 P2(876.1)=0 P115(876.1)=0 P116(876.1)=0
P1(876.2)=0 P2(876.2)=0 P115(876.2)=0 P116(876.2)=0
P1(876.3)=0.1 P2(876.3)=0 P115(876.3)=0 P116(876.3)=0
P1(876.4)=0.2 P2(876.4)=0 P115(876.4)=0 P116(876.4)=0
P1(876.5)=0.3 P2(876.5)=0 P115(876.5)=0 P116(876.5)=0
P1(876.6)=1.3 P2(876.6)=0 P115(876.6)=0 P116(876.6)=0
P1(876.7)=1.3 P2(876.7)=0 P115(876.7)=0 P116(876.7)=0
P1(876.8)=1.3 P2(876.8)=0 P115(876.8)=0 P116(876.8)=0
P1(876.9)=1.3 P2(876.9)=0 P115(876.9)=0 P116(876.9)=0
P1(877)=1.3 P2(877)=0 P115(877)=0 P116(877)=0
P1(877.1)=1.3 P2(877.1)=0 P115(877.1)=0 P116(877.1)=0
P1(877.2)=1.4 P2(877.2)=0 P115(877.2)=0 P116(877.2)=0
